FacilityName,POINT_X,POINT_Y,Region,District,ActivityHP,ValueID,LabelID,FederalID,SNO,RegionID,ZoneID,DistrictID,LocationID,Month,Year,Value,Level,FACILITYTYPE
L_Halali Health Post,0,0,Oromiya,Gololcha Woreda,15-19 years,411012961,3011,0,1.1.1.1.1.2,4,411,41105,4110500324,9,2007,3,0,3
G_G_Kirt Health Center,0,0,Oromiya,Shirka Woreda,,348614886,1327,0,,4,408,40814,408140025,9,2007,4,0,2
Medina Health Center,,,Amhara,Argoba Woreda,,270332860,1378,0,,3,304,30423,304000015,9,2007,1,0,2
Yachi Health Post,0,0,Oromiya,Gomma Woreda,,277442373,345,0,,4,404,40407,4040700329,9,2007,3,0,3
Gisheabay Health Center,10.994889,37.206815,Amhara,Sekela Woreda,,269723582,902,0,,3,307,30705,307050021,9,2007,5,0,2
G_Keku Health Post,0,0,Oromiya,Berbere Woreda,,363869314,697,0,,4,411,41114,4111400301,9,2007,6,0,3
Welgeho 44 Mazoriya Health Center,,,Oromiya,Sendafa Woreda,5-9 years : males,412749480,3660,0,4.2.1.1.2.2.5,4,423,42312,423120026,9,2007,7,0,2
Gena,,,Oromiya,Gedeb Asasa Woreda,,348161903,1111,0,,4,417,41706,417060047,9,2007,5,0,6
Bilalo Health Center,0,0,Oromiya,Tiyo Woreda,,276088798,1419,0,,4,408,40816,408160023,9,2007,7,0,2
Serto Masaya Health Post,0,0,Amhara,Wogidi Woreda,,271095294,309,0,,3,304,30416,3041600300,9,2007,7,0,3
Agusha Health Post,,,Beneshangul Gumuz,Assosa Woreda,Total number of live births in the kebele,370236920,3500,0,1.3.12.2,6,603,60303,603030064,9,2007,1,0,3
Ayana Health Center,0,0,Oromiya,Gida Ayana Woreda,< 1 year: males,408434634,3925,0,4.2.1.10.1.1,4,402,40219,402190021,9,2007,8,0,2
Asella Health Post,,,Oromiya,,Total number of maternal deaths in the community,412762403,4475,0,1.1.11.4,4,424,0,42400300,9,2007,6,0,3
Ejere Health Center,9.208475,38.387616,Oromiya,Hidabu Abote Woreda,,348375128,978,0,,4,406,40603,406030021,9,2007,8,0,2
Gobe Health Center,0,0,Oromiya,Darimu Woreda,,347985869,1421,0,,4,403,40301,403010022,9,2007,0,0,2
Busa Health Center,0,0,Oromiya,Tiro Afeta Woreda,,276178919,587,0,,4,404,40404,404040024,9,2007,2,0,2
Kedamit Health Center,0,0,Amhara,Ziquala Woreda,,271503973,638,0,,3,308,30801,308010021,9,2007,8,0,2
Wasero Health Post,,,Afar,Awash Fentale Woreda,"Total new and repeat acceptors, disaggregated by method",370564933,4472,0,1.1.1.2,2,203,20302,203020026,9,2007,7,0,3
Feres Bet Health Center,10.843701,37.606128,Amhara,Dega Damot Woreda,5h=ABC  + 3TC + EFV  : males,389716921,3861,0,4.2.1.4.2.15,3,307,30707,307070021,9,2007,7,0,2
Kileso Raso Health Center,0,0,Oromiya,Bule Hora Woreda,                  : Female Pregnant,411332213,3921,0,4.2.1.9.1.2.12,4,412,41206,412060024,9,2007,1,0,2
Bedessa Health Center,8.905179,40.769621,Oromiya,Bedesa Town Woreda,,348447749,1387,0,,4,409,40914,409140021,9,2007,3,0,2
Dawhaw Health Center,0,0,Tigray,Erop Woreda,,284870966,882,0,,1,103,10302,103020021,9,2007,5,0,2
Adde Dalatti Health Post,0,0,Oromiya,Kimbibit Woreda,,277205386,349,0,,4,406,40610,4061000317,9,2007,8,0,3
Hiot Primary Clinc,,,Amhara,Debre Elias Woreda,,271316198,607,0,,3,306,30608,306080028,9,2007,1,0,6
Wolda Health Center,0,0,Oromiya,Agaro Town Woreda,,364523561,320,0,,4,404,40417,404170022,9,2007,2,0,2
Magote Health Post,,,Amhara,Misrak Este Woreda,5b = ABC+ddl-NFV : males,387904432,3849,0,4.2.1.4.2.3,3,302,30208,302080044,9,2007,9,0,3
St Michael Primary Clinic,,,Oromiya,Goba Town Woreda,>=20 years : males,411260168,4566,0,4.2.1.9.2.10,4,411,41120,411200027,9,2007,4,0,6
Raga Siba Health Center,0,0,Oromiya,Tiro Afeta Woreda,,348534583,1217,0,,4,404,40404,404040026,9,2007,0,0,2
DIC,,,Dire Dawa,Addis Ketema Operational Woreda Health Office,,284370382,380,0,,15,0,150108,1501080025,9,2007,3,0,4
Kankee,,,Oromiya,Gedeb Asasa Woreda,,275233818,1193,0,,4,417,41706,417060037,9,2007,10,0,6
Gonder Ber Health Center,12.6,37.4666667,Amhara,Woldia Town Woreda,,270295987,1175,0,,3,303,30309,303090022,9,2007,5,0,2
Chelenko Lola Health Post,0,0,Oromiya,Meta Woreda,,364261391,317,0,,4,410,41009,4100900331,9,2007,1,0,3
MEHERET CLINIC,,,Amhara,Machakel Woreda,Number of admissions,389337999,177,0,2.1,3,306,30609,306090027,9,2007,10,0,6
Selam Clinic,,,Oromiya,Robe Town Woreda,5-9 years : males,411231506,3699,0,4.2.1.4.1.5,4,411,41119,411190023,9,2007,7,0,6
Moye Health Center,0,0,Oromiya,Chole Woreda,,348413861,1633,0,,4,408,40809,408090022,9,2007,9,0,2
Bila Health Center,9.384195,35.593756,Oromiya,Boji Dermeji Woreda,,277163014,431,0,,4,401,40106,401060021,9,2007,9,0,2
0-2 Health Post,0,0,Amhara,Minjar Woreda,,271222102,841,0,,3,305,30518,3051800301,9,2007,6,0,3
Mucho Health Post1,,,Oromiya,Goro Dola Woreda,,364616904,561,0,,4,414,41413,414130035,9,2007,2,0,3
Hamusit Health Center,0,0,Amhara,Sinan Woreda,1c = AZT-3TC-NVP                           : males,389490827,3725,0,4.2.1.5.1.1.9,3,306,30616,306160025,9,2007,6,0,2
Fintabas Health Post,0,0,Oromiya,Meyu Muleke Woreda,Number of children under one year of age who have received measles vaccine,410956552,25,0,1.3.7.1,4,410,41018,4101800306,9,2007,7,0,3
Chaleya Bonja Health Center,0,0,Oromiya,Seyo Nole Woreda,,347897149,1293,0,,4,401,40118,401180023,9,2007,2,0,2
Fentaw Primary Clinic,,,Amhara,,,271689047,299,0,,3,314,0,314000052,9,2007,3,0,6
Irba Muda Health Center,0,0,Oromiya,Anna Sorra Woreda,,277257167,336,0,,4,414,41416,414160022,9,2007,0,0,2
Fentaw Primary Clinic,,,Amhara,,,270018384,1605,0,,3,314,0,314000052,9,2007,4,0,6
Dhebicha Health Post,0,0,Oromiya,Nono Benj Woreda,,364592003,580,0,,4,404,40418,4041800315,9,2007,8,0,3
Kabanawa Health Post,,,Somali,Moyale Woreda,Oral Rehydration Salt,415950808,141,0, ,5,509,50903,509030033,9,2007,0,0,3
Dire Health Center,8.692976,38.895398,Oromiya,Adaa Woreda, Age: 25-59 Months,409811453,3063,0,2.2.3.2,4,407,40706,407060021,9,2007,8,0,2
Dongolot Health Center,0,0,Tigray,Hintalo Wajirat Woreda,,287748434,654,0,,1,107,10703,107030023,10,2007,7,0,2
Balla Health Center,0,0,Tigray,Raya Azebo Woreda,1-4 years,287955238,4499,0,4.2.1.3,1,104,10406,104060025,10,2007,2,0,2
Oda Sentela Health Post,0,0,Oromiya,Gursum Woreda,,292287513,317,0,,4,410,41003,4100300332,10,2007,8,0,3
Dinsho Health Center,7.1054065,39.7819951,Oromiya,Dinsho Woreda,,350007718,1273,0,,4,411,41122,411220021,10,2007,2,0,2
Degadebe Health Center,0,0,Amhara,Borena Woreda,Number of persons provided with Post-exposure prophylaxis (PEP)  ,388696807,4510,0,C1.4.2.1.12,3,304,30421,304210022,10,2007,3,0,2
Babicha Health Center,0,0,Oromiya,Chelia Woreda,Number of expected reports,409233441,187,0,2.2,4,405,40505,405050021,10,2007,2,0,2
ADDIS GENERAL HOSPITAL,,,Addis Ababa,Arada Kifle Ketema,                 : females,415625920,4050,0,4.2.2.1.3.6,14,0,14107,141070045,10,2007,10,0,1
Hassen Midium Clinic,,,Amhara,Merhabete Woreda,,282304660,289,0,,3,305,30502,305020030,10,2007,2,0,6
Awora Health Center,0,0,Tigray,Welkayit Woreda,,287503454,891,0,,1,105,10502,105020023,10,2007,8,0,2
Hisu Health Center,0,0,Oromiya,Sinana Woreda,,291771475,785,0,,4,411,41109,411090025,10,2007,8,0,2
Luq_dhere Health Center,0,0,Somali,Kalafo Woreda,,367862732,743,0,,5,507,50705,507050023,10,2007,0,0,2
Libanos Health Center,0,0,Amhara,Gozamin Woreda,1-4 years : males,389359367,3944,0,4.2.1.11.3,3,306,30610,306100023,10,2007,7,0,2
Abootee Health Center,8.802,35.7532,Oromiya,Gidami Woreda,                : females,412420087,3200,0,4.2.5.3.1.2,4,418,41809,418090023,10,2007,5,0,2
Hayat Medium Clinic,,,Amhara,Gendewuha Town Woreda,,280865727,1325,0,,3,301,30123,301230022,10,2007,9,0,6
Dima Health Post,0,0,Tigray,Tselemt Woreda,,287575963,540,0,,1,101,10106,1010600307,10,2007,8,0,3
Gubitoo Health Post,0,0,Oromiya,Boricha Woreda,,291447588,544,0,,4,403,40307,4030700301,10,2007,6,0,3
Hurro Health Post,0,0,Oromiya,Nensebo Woreda,,366461411,819,0,,4,417,41709,4170900300,10,2007,2,0,3
Aklilu Ysufe,,,Amhara,Were Ilu Woreda,Number of outpatient visits,388590934,4533,0,1.1,3,304,30415,304150029,10,2007,1,0,6
Bedeno Health Center,9.114584,41.645699,Oromiya,Bedeno Woreda,20-24 years : males,410846004,3706,0,4.2.1.4.1.12,4,410,41013,410130022,10,2007,2,0,2
Anatash Health Post,0,0,Amhara,Kutaber Woreda,,282146285,436,0,,3,304,30403,3040300315,10,2007,7,0,3
Dr Demisew Internal Medicine Speciality Clinic,,,Amhara,,,282854541,845,0,,3,314,0,314000059,10,2007,10,0,6
Bicho Health Center,0,0,Oromiya,Jeldu Woreda,,290667246,1480,0,,4,405,40502,405020026,10,2007,8,0,2
Dobbi Health Center,0,0,Oromiya,Gimbichu Woreda,,349640911,1625,0,,4,407,40705,407050024,10,2007,6,0,2
Dinhaqa Health Post,,,Oromiya,Fedis Woreda,,366336434,313,0,,4,410,41005,410050027,10,2007,9,0,3
Haaruu Health Center,0,0,Oromiya,Haru Woreda,BCG doses given (all ages),408142797,28,0,1.3.10.1(Given),4,401,40114,401140021,10,2007,3,0,2
Aramsa Chifara Health Post,0,0,Oromiya,Jido Woreda,Number of households with any type of latrine facilities (both unimproved and improved),409689554,4486,0,3.1.3,4,406,40615,4061500306,10,2007,5,0,3
BINIAM MEDIUM CLINIC,,,Oromiya,Siraro Woreda,Number of children under one year of age who have received third dose of pentavalent vaccine,411968106,24,0,1.3.2.1,4,417,41701,417010034,10,2007,7,0,6
Wunbiri Wundigi Health Center,0,0,Amhara,Ankasha Guagusa Woreda,,281541380,1329,0,,3,309,30903,309030025,10,2007,4,0,2
Edaga Rebu Health Center,0,0,Tigray,Saesi Tsadamba Woreda,,287441263,1397,0,,1,103,10303,103030024,10,2007,1,0,2
Bilo Health Center,8.90019,36.998609,Oromiya,Bilo Bosha Woreda,,291916450,473,0,,4,402,40205,402050021,10,2007,4,0,2
Adaba Medium Clinic,,,Oromiya,Adaba Woreda,,349740461,987,0,,4,417,41710,417100036,10,2007,7,0,6
Kubsa,,,Oromiya,Gedeb Asasa Woreda,,366435269,802,0,,4,417,41706,417060041,10,2007,4,0,6
Lam Geno Health Post,0,0,Amhara,Ensaro Woreda,< 15 years,388812842,3010,0,1.1.1.1.1.1,3,305,30503,3050300306,10,2007,7,0,3
Mecitu Health Center,0,0,Oromiya,Enkelo Wabe Woreda,OPD visits 5-14: new Female,410294616,169,0,1.1.6,4,408,40824,408240022,10,2007,4,0,2
Eyela Health Center,0,0,Amhara,Gidan Woreda,,280978229,953,0,,3,303,30303,303030022,10,2007,5,0,2
Dubi Health Post,0,0,Amhara,Dangila Woreda,,282688617,347,0,,3,309,30901,3090100302,10,2007,2,0,3
Yai Gugu Health Post,0,0,Oromiya,Chole Woreda,,291454173,433,0,,4,408,40809,4080900303,10,2007,6,0,3
Bo_Garmama Health Post,0,0,Oromiya,Tikur Enchini Woreda,,365543617,275,0,,4,405,40509,4050900308,10,2007,9,0,3
Molla Primery Clinic,,,Amhara,Dera Woreda,                            : females,387943970,3798,0,4.2.1.3.1.4,3,302,30209,302090053,10,2007,6,0,6
Walkesa,,,Oromiya,Dodota Woreda,Number of reports received timely (acording to schedule),409998069,186,0,3.1,4,408,40805,408050023,10,2007,3,0,6
Woreda 9 Health Center,0,0,Addis Ababa,Kolfe Keraniyo Kefle Ketema,"Number of persons on original 1st line regimen, including those on alternate 1st line regimen and those on 2nd line regimen",415522105,3889,0,4.2.1.7.1,14,0,14103,141030024,10,2007,8,0,2
MARIE STOPES  Medium Clinic,,,Amhara,Woldia Town Woreda,,281056807,1164,0,,3,303,30309,303090032,10,2007,0,0,4
Jimma Univeristy Hospital,7.677733,36.854166,Oromiya,,,290718977,1103,0,,4,416,0,4160012,10,2007,8,0,1
Buyyama Kuwat Health Post,0,0,Oromiya,Yaya Gulele Woreda,,292105549,366,0,,4,406,40614,4061400310,10,2007,2,0,3
Hanif Small Clinic,,,Oromiya,Mana Woreda,,366496063,308,0,,4,404,40406,404060053,10,2007,7,0,6
Lay Gorebela Health Center,0,0,Amhara,Ankober Woreda,                                                          : Females,388971254,4088,0,4.2.2.2.6,3,305,30515,305150021,10,2007,5,0,2
Bake Health Center,0,0,Oromiya,Elfata Woreda,0-4 years : Males,409471926,4064,0,4.2.2.1.4.1,4,405,40519,405190021,10,2007,10,0,2
Wasel Health Center,0,0,Amhara,Janamora Woreda,,282868843,376,0,,3,301,30103,301030026,10,2007,8,0,2
SELAM MIDIUM,,,Amhara,,,281674282,870,0,,3,313,0,313000039,10,2007,0,0,6
Sonta Health Center,0,0,Oromiya,Hurumu Woreda,,290513903,1120,0,,4,403,40316,403160022,10,2007,0,0,2
Washa Gebriel Health Center,0,0,Oromiya,Debre Libanos Woreda,,349052268,908,0,,4,406,40607,406070022,10,2007,2,0,2
Mechara Health Center,0,0,Oromiya,Daro Lebu Woreda,,349437083,1575,0,,4,409,40909,409090023,10,2007,3,0,2
Lalistu Primary Clinic,,,Oromiya,Dano Woreda,,365529747,281,0,,4,405,40507,405070031,10,2007,7,0,6
debre birhan Health Post,0,0,Amhara,Sekota Woreda,15-19 years,389936182,3015,0,1.1.1.1.2.2,3,308,30802,3080200309,10,2007,7,0,3
Goro Gutu Health Post,0,0,Oromiya,Goro Gutu Woreda, Age: 25-59 Months,410799007,3059,0,2.2.1.2,4,410,41010,4101000328,10,2007,5,0,3
Enat Medium Clinic,,,Amhara,Chagni Town Woreda,,281610423,1403,0,,3,309,30911,309110025,10,2007,2,0,6
Addis Primary Clinic,,,Amhara,Misrak Este Woreda,,280925587,1368,0,,3,302,30208,302080046,10,2007,0,0,6
Wama Tobara Health Center,0,0,Oromiya,Mene Sibu Woreda,,290593704,1229,0,,4,401,40101,401010026,10,2007,2,0,2
Tore Health Center,5.935328,38.152643,Oromiya,Gelana Woreda,,349408035,968,0,,4,412,41217,412170021,10,2007,0,0,2
Fite Health Post,0,0,Oromiya,Adaa Berga Woreda,,365550745,572,0,,4,405,40513,4051300326,10,2007,5,0,3
Lebanos Health Center,0,0,Amhara,Jama Woreda,                  : females,388560862,3680,0,4.2.1.2.1.6,3,304,30414,304140026,10,2007,6,0,2
Kotoba Health Center,0,0,Oromiya,Dendi Woreda,Number of reports received   ,409329776,185,0,2.1,4,405,40510,405100025,10,2007,2,0,2
Tsehaye Health Post,0,0,Tigray,Laelay Adiabo Woreda,,287552086,288,0,,1,101,10102,1010200303,10,2007,2,0,3
Tedu Dur Health Center,0,0,Amhara,Ensaro Woreda,,282310335,380,0,,3,305,30503,305030024,10,2007,10,0,2
Begi Health Center,9.345504,34.50921,Oromiya,Begi Woreda,,290563013,1631,0,,4,401,40116,401160021,10,2007,1,0,2
Ali Babo Health Post,0,0,Oromiya,Ameya Woreda,,366187814,344,0,,4,413,41301,4130100318,10,2007,3,0,3
Lamadeber Health Post,0,0,Amhara,Meket Woreda,Number of Podoconiosis cases treated,388080219,3980,0,4.2.6.2.2,3,303,30304,3030400322,10,2007,6,0,3
Wollso 03 Health Center,0,0,Oromiya,Woliso Town Woreda,OPD visits >= 15: repeat Female,411648651,175,0,1.1.12,4,413,41311,413110022,10,2007,4,0,2
Welela Bahirh Health Center,0,0,Amhara,Lay Gayint Woreda,,281963737,376,0,,3,302,30205,302050027,10,2007,1,0,2
Dama markos Health Center,0,0,Amhara,Dega Damot Woreda,,281451055,1625,0,,3,307,30707,307070026,10,2007,2,0,2
Harew Health Center,0,0,Oromiya,Melka Belo Woreda,,292398849,616,0,,4,410,41012,410120024,10,2007,8,0,2
Bokoji Primary Hospital,,,Oromiya,,,365167368,547,0,,4,408,0,408120013,10,2007,3,0,1
Abadho Bukasa Health Post,0,0,Oromiya,Goro Woreda,,366210131,435,0,,4,413,41312,4131200316,10,2007,6,0,3
Aderer Health Post,0,0,Amhara,Ankober Woreda,Number of Households utilizing latrine,388983462,3973,0,3.2.1,3,305,30515,3051500309,10,2007,9,0,3
Sire Robie Health Center,0,0,Oromiya,Adama Woreda,                  : females,409751322,3640,0,4.2.1.1.2.1.2,4,407,40703,407030029,10,2007,2,0,2
EMANUEL MEDIUM CLINIC,0,0,Addis Ababa,Nefas Silk Lafto Kefle Ketema,,414439634,298,0,,14,0,14102,141020073,10,2007,5,0,6
Mulate Junior Clinic,,,Amhara,Lalibela Town Woreda,,282112480,692,0,,3,303,30312,303120025,10,2007,7,0,6
Silenat Clinic,,,Oromiya,Limu Kosa Woreda,OTHER                                : males,334714848,4436,0,4.2.1.4.1.15,4,404,40402,404020046,10,2007,4,0,6
Tumme Wayu Health Center,0,0,Oromiya,Tole Woreda,,290936433,1282,0,,4,413,41308,413080024,10,2007,1,0,2
Dembel Health Center,0,0,Somali,Denbel Woreda,,367774038,1460,0,,5,501,50102,501020021,10,2007,6,0,2
EBRAHIM AHMED LOWER CLINIC,,,Amhara,Tehuledere Woreda,1-4 years : males,388385818,4254,0,4.2.4.4.2.3,3,304,30405,304050031,10,2007,5,0,6
Gato Kure Health Center,0,0,Oromiya,Guma Woreda,Number of inpatient deaths in the reporting period,409120351,4569,0,4.1.3.1,4,404,40416,404160023,10,2007,10,0,2
TZNA,0,0,Addis Ababa,Kolfe Keraniyo Kefle Ketema,,414494542,727,0,,14,0,14103,141030069,10,2007,6,0,7
Quarit Health Center,10.991165,37.425657,Amhara,Quarit Woreda,,281444285,969,0,,3,307,30706,307060023,10,2007,1,0,2
Dingaletn Health Center,0,0,Tigray,Saesi Tsadamba Woreda,                            : females,287899826,3784,0,4.2.1.2.2.12,1,103,10303,103030022,10,2007,0,0,2
Jimma Health Center,7.673809,36.825281,Oromiya,,,291741588,669,0,,4,416,0,4160021,10,2007,1,0,2
Arjo Primary Hospital,,,Oromiya,,,349544291,1430,0,,4,402,0,402030012,10,2007,1,0,1
Arjo Primary Hospital,,,Oromiya,,,349500071,1387,0,,4,402,0,402030012,10,2007,10,0,1
Boshe Health Center,0,0,Oromiya,Bilo Bosha Woreda,Number of children under one year of age who have received measles vaccine,408306176,25,0,1.3.7.1,4,402,40205,402050022,10,2007,6,0,2
Dr Abera Mediem Clinic,,,Amhara,Woldia Town Woreda,1-4 years : males,388214440,3912,0,4.2.1.9.1.2.3,3,303,30309,303090033,10,2007,5,0,6
Nafuro Health Post,,,Oromiya,Amuru Woreda,               >=15 years,412577621,4225,0,4.2.4.3.2.6,4,419,41909,419090027,10,2007,7,0,3
05 Kebele Health Post,0,0,Amhara,Debere Markos Town Woreda,,282521129,314,0,,3,306,30615,3061500301,10,2007,6,0,3
Welwalo Health Center,0,0,Tigray,Saesi Tsadamba Woreda,,287444035,892,0,,1,103,10303,103030026,10,2007,7,0,2
Shimal Tokke Health Center,0,0,Oromiya,Babo Gambel Woreda,,290547751,1544,0,,4,401,40111,401110022,10,2007,7,0,2
Melka Amana Health Center,0,0,Oromiya,Delo Mena Woreda,,350017448,1622,0,,4,411,41112,411120021,10,2007,4,0,2
Awash Bishola Health Post,0,0,Oromiya,Dodota Woreda,,365093834,400,0,,4,408,40805,4080500308,10,2007,0,0,3
Gassay Health Center,0,0,Amhara,Farta Woreda,                               : females,387752775,3852,0,4.2.1.4.2.6,3,302,30204,302040026,10,2007,5,0,2
Kuchu fi Dhangago Health Post,0,0,Oromiya,Yaya Gulele Woreda,Number of children aged 6-59 months supplemented with vitamin-A,409679286,1836,0,2.5.1,4,406,40614,4061400304,10,2007,2,0,3
Wamkey Health Center,0,0,Gambella,Jikawo Woreda,OPD visits 5-14: new Male,416272913,168,0,1.1.5,12,1202,120202,1202020023,10,2007,6,0,2
Cherete Health Center,0,0,Amhara,Artuma Fursi Woreda,,281620679,1556,0,,3,310,31004,310040022,10,2007,4,0,2
Harawe Health Center,0,0,Oromiya,Mene Sibu Woreda,,290590406,870,0,,4,401,40101,401010025,10,2007,1,0,2
Adaa Bonaya Health Post,0,0,Oromiya,Hidabu Abote Woreda,,292131371,421,0,,4,406,40603,4060300309,10,2007,10,0,3
Malkaa Baldhoo,,,Oromiya,Dodola Rural Woreda,,366410530,340,0,,4,417,41713,417130040,10,2007,10,0,4
Wanzaye Health Center,0,0,Amhara,Dera Woreda,Number of outpatient visits,387925920,4533,0,1.1,3,302,30209,302090030,10,2007,7,0,2
Haro Dhaga Dhaba Health Post,0,0,Oromiya,Jeldu Woreda,BCG doses given (all ages),409185952,28,0,1.3.10.1(Given),4,405,40502,4050200332,10,2007,9,0,3
Chenchoq Health Center,0,0,Amhara,Chilga Woreda,,281823784,454,0,,3,301,30112,301120024,10,2007,1,0,2
Wubante Tenaw Medium Clinic,,,Amhara,Woldia Town Woreda,,281046559,1271,0,,3,303,30309,303090024,10,2007,4,0,6
Shakiso Health Center,5.773677,38.911323,Oromiya,Shakiso Town Woreda,,290877539,1343,0,,4,414,41490,414050024,10,2007,6,0,2
Semre Health Center,0,0,Tigray,Seharti Samre Woreda,                                                                                                                : Unknown Treatment History,288015301,4156,0,4.2.2.14.8,1,107,10701,107010025,10,2007,7,0,2
Nekemte Hospital,9.077175,36.565982,Oromiya,,,349576151,885,0,,4,425,0,4250011,10,2007,10,0,1
Teweha Health Post,0,0,Amhara,Meket Woreda,Injectables,388077093,3019,0,1.1.1.2.1.2,3,303,30304,3030400319,10,2007,10,0,3
Tedila Medium Clinic,,,Oromiya,,20-24years : males,409882618,4262,0,4.2.4.4.2.11,4,422,0,407090031,10,2007,6,0,6
Jemo 1 Medium Clinic,,,Addis Ababa,Nefas Silk Lafto Kefle Ketema,                  : females Pregnant,415511690,3711,0,4.2.1.4.1.17,14,0,14102,141020095,10,2007,1,0,6
Bulbula Health Center,8.95,38.78,Addis Ababa,Bole Kifle Ketema,,449251698,852,0,,14,0,14110,141100026,11,2007,2,0,2
Yetede Health Post,0,0,Amhara,Sayint Woreda,,455861555,307,0,,3,304,30411,3041100305,11,2007,0,0,3
Muhaba Medium Clinic,,,Beneshangul Gumuz,Assosa Town Administration,,461804397,691,0,,6,603,60308,603080025,11,2007,10,0,6
Africn services,8.7702,37.2584,Oromiya,Zeway Batu Town Woreda,5d = TDF-ddl-NFV : males,500985974,3816,0,4.2.1.3.2.7,4,407,40713,407130036,11,2007,6,0,4
Qobo Garbi Health Center,0,0,Oromiya,Adami Tulu Jido Kombolcha Woreda,,479362720,351,0,,4,407,40708,407080025,11,2007,4,0,2
Dr Bekele Haile,,,Amhara,Woreta Woreda,< 1 year: males,441638132,3695,0,4.2.1.4.1.1,3,302,30212,302120029,11,2007,2,0,6
Asefa Primary Clinic,,,Amhara,Chilga Woreda,,455485316,627,0,,3,301,30112,301120059,11,2007,10,0,6
Awash Clinic,,,Harari,Gineela Woreda,,472928339,298,0,,13,1302,130205,1302050025,11,2007,7,0,6
Teklehaimanot Lower Clinic_Bereket,,,Tigray,Kafta Humera Woreda,Medroxyprogesterone (depo) Injection,497508326,147,0, ,1,105,10501,105010042,11,2007,6,0,6
Boreka Health Center,0,0,Oromiya,Boricha Woreda,,478569824,378,0,,4,403,40307,403070022,11,2007,4,0,2
Darea Health Post,0,0,Amhara,Bugna Woreda, Age: 25-59 Months,441657275,3063,0,2.2.3.2,3,303,30301,3030100303,11,2007,7,0,3
Addis Kidam Health Center,11.085486,36.884545,Amhara,Fagita Lekoma Woreda,,455177711,1428,0,,3,309,30905,309050021,11,2007,1,0,2
2nd Badule,,,Afar,Ewa Woreda,Measles doses given (all ages),447235547,31,0,1.3.10.6(Given),2,204,20402,204020027,11,2007,7,0,3
A_Shifa Health Center,9.0672,34.5155,Oromiya,Shashemene Zuria Woreda,< 1 year: males,503240565,3925,0,4.2.1.10.1.1,4,417,41712,417120028,11,2007,4,0,2
Dr Kebede,,,Oromiya,,,481939345,792,0,,4,415,0,415010047,11,2007,5,0,6
Afale Chalale,,,Oromiya,Dama Woreda,,478431448,629,0,,4,414,41415,414150029,11,2007,8,0,3
Janora Health Center,0,0,Amhara,Dabat Woreda,25-49 years : males,440821822,3709,0,4.2.1.4.1.15,3,301,30105,301050026,11,2007,2,0,2
